freebase_id,wikidata_id,label
/m/01ygv2,Q1195543,TVB
/m/01yh3y,Q965261,Corey Burton
/m/01yhm,Q642553,Cleveland Guardians
/m/01yhvv,Q188500,Elisha Cuthbert
/m/01yj2,Q5465,Cape Town
/m/01yjl,Q246782,Chicago Cubs
/m/01yk13,Q311271,John Lithgow
/m/01ykl0,Q810196,Basingstoke
/m/01yl6n,Q54155,Lublin Voivodeship
/m/01ym8l,Q996079,Sirius Satellite Radio
/m/01ym9b,Q251192,downtempo
/m/01ymvk,Q785357,Virginia Military Institute
/m/01ync,Q388858,Colorado Rockies
/m/01yndb,Q353023,Taj Mahal
/m/01ynvx,Q1759336,Revelation Records
/m/01ynzf,Q105118,Sidney Sheldon
/m/01ypc,Q826751,Cincinnati Reds
/m/01ypsj,Q270672,Joan Chen
/m/01yqqv,Q897052,Bradley University
/m/01ysy9,Q217577,diploma
/m/01yvvn,Q727270,designated hitter
/m/01yx7f,Q487907,Bank of America
/m/01yxbw,Q48939,Exeter City F.C.
/m/01yz0x,Q255032,Hugo Award for Best Novel
/m/01yzhn,Q359416,George Hamilton
/m/01yzl2,Q866207,The Neptunes
/m/01yznp,Q4129653,Penn Jillette
/m/01z0lb,Q2531955,Melvin Van Peebles
/m/01z0rcq,Q1151944,Mary-Kate Olsen
/m/01z1c,Q59670,Columbia
/m/01z1r,Q19462,Charlton Athletic F.C.
/m/01z215,Q851,Saudi Arabia
/m/01z22v,Q459600,Wagga Wagga
/m/01z26v,Q852729,Harlow
/m/01z27,Q179687,cross-country skiing
/m/01z28b,Q2598,Watford
/m/01z28q,Q1774629,Irvine
/m/01z2ts,Q665489,Royal Tunbridge Wells
/m/01z3bz,Q157808,Technical University of Munich
/m/01z3d2,Q1742192,King's Lynn and West Norfolk
/m/01z452,Q649165,Being John Malkovich
/m/01z52d,Q725261,Ashford
/m/01z53w,Q671348,Worthing
/m/01z56h,Q646980,Aldershot
/m/01z5tr,Q228739,Debra Messing
/m/01z645,Q984613,Kettering
/m/01z6gc,Q208209,Penzance
/m/01z77k,Q1259759,miniseries
/m/01z7_f,Q308722,James Gandolfini
/m/01z7dr,Q1062702,video game music
/m/01z7s_,Q220918,Emilio Estevez
/m/01z88t,Q805,Yemen
/m/01z8f0,Q207639,Chichester
/m/01z92f,Q752762,Merthyr Tydfil
/m/01z9_x,Q511074,Dr. John
/m/01z9j2,Q217831,Greenock
/m/01z9l_,Q388906,hardcore (electronic dance music)
/m/01z9v6,Q1048902,pitcher
/m/01z9z1,Q1015672,Whanganui
/m/01z_g6,Q229714,Julianna Margulies
/m/01z_jj,Q214867,National Gallery of Art
/m/01z_lv,Q5611457,Grove Street Cemetery
/m/01zb_g,Q1139341,Creation Records
/m/01zc2w,Q27968,English studies
/m/01zcrv,Q902771,Bravo
/m/01zfmm,Q524278,Jay Roach
/m/01zfzb,Q1094020,City Slickers
/m/01zg98,Q315051,James Brolin
/m/01zh29,Q9535,Shah Rukh Khan
/m/01zh3_,Q1067935,Laval University
/m/01zhs3,Q9653,Ipswich Town F.C.
/m/01zjn0,Q671892,Barrow-in-Furness
/m/01zk9d,Q207736,St Andrews
/m/01zkgw,Q6497774,Bridgend
/m/01zkhk,Q623687,Falkirk
/m/01zkxv,Q345249,Charles Stross
/m/01zlh5,Q366563,Dick Clark
/m/01zll8,Q10389,Bandung City
/m/01zlwg6,Q753830,Redlands
/m/01zlx,Q60123,Chiapas
/m/01zmpg,Q317784,Jermaine Jackson
/m/01zmqw,Q753930,Ridgefield
/m/01zn4y,Q1333399,University of Leicester
/m/01znbj,Q1029135,Nettwerk
/m/01znc_,Q43,Turkey
/m/01znj1,Q1077160,Gallipoli
/m/01zp33,Q485557,Rani Mukherjee
/m/01zpmq,Q677085,Gen Digital
/m/01zq91,Q7614320,finance minister
/m/01zqy6t,Q173813,Stanford
/m/01zrq0,Q576562,Kilmarnock
/m/01zrs_,Q691685,Kirkcaldy
/m/01zsfx,Q193250,Bulawayo
/m/01zst8,Q464955,Windsor
/m/01zt10,Q186606,Manisha Koirala
/m/01ztgm,Q201608,Dennis Rodman
/m/01zv_,Q5705,Catalonia
/m/01zwy,Q410,Carl Sagan
/m/01zxx9,Q42941,Agra
/m/01zz8t,Q230188,Olympia Dukakis
/m/01zzk4,Q1573631,"Royal Military Academy, Woolwich"
/m/01zzy3,Q154561,University of Jena
/m/02002f,Q13267,Sinhala
/m/02029f,Q18750,Wigan Athletic F.C.
/m/0202p_,Q345517,Peter Lawford
/m/0202wk,Q868196,Sutton Coldfield
/m/0203v,Q150851,Colin Powell
/m/02049g,Q835835,Carmarthen
/m/0204jh,Q751612,The Bronx High School of Science
/m/02056s,Q867876,Greenock Morton F.C.
/m/0205dx,Q192165,Danny Glover
/m/0205m3,Q234178,Bangor
/m/0206k5,Q2140077,Tribune Media
/m/0206v5,Q279000,South Shields
/m/02070z,Q210392,killed in action
/m/02079p,Q1758037,speaker
/m/0207wx,Q457497,Dore Schary
/m/0208wk,Q898527,World Fantasy Award for Best Novel
/m/020923,Q846183,UC Berkeley School of Law
/m/0209hj,Q202211,Gandhi
/m/0209xj,Q107270,Lost in Translation
/m/020_4z,Q44648,Eric Burdon
/m/020_95,Q223281,Laura Linney
/m/020bg,Q42207,Caravaggio
/m/020bv3,Q190588,Love Actually
/m/020d5,Q81931,Confederate States
/m/020d8d,Q22905,Bradford
/m/020ddc,Q1307345,University of Maine
/m/020fcn,Q1125384,Master and Commander: The Far Side of the World
/m/020ffd,Q434497,Meredith Vieira
/m/020fgy,Q105487,Maurice Jarre
/m/020g9r,Q38872,Prussia
/m/020h2v,Q497155,Touchstone Pictures
/m/020hh3,Q106193,Lars Ulrich
/m/020hyj,Q1069140,Luis Miguel
/m/020jqv,Q927415,Paul Williams
/m/020l9r,Q295034,Johnny Knoxville
/m/020lpx,Q1697,Moscow Oblast
/m/020mfr,Q941594,video game industry
/m/020ngt,Q830325,horror punk
/m/020p1,Q26988,Cook Islands
/m/020qjg,Q28003,Copley Medal
/m/020qr4,Q428130,Sonic X
/m/020skc,Q162442,Prayagraj
/m/020trj,Q233054,Mimi Rogers
/m/020vx9,Q13164,Moscow State University
/m/020w2,Q202027,cornet
/m/020wyp,Q142555,Australia national cricket team
/m/020x5r,Q270560,Paul Mazursky
/m/020xn5,Q644687,illustrator
/m/020y73,Q271006,Enemy at the Gates
/m/020yvh,Q872541,Groton School
/m/0210f1,Q234700,Connie Willis
/m/0210hf,Q314924,Anthony Edwards
/m/02114t,Q34436,Scarlett Johansson
/m/0211jt,Q815432,Keio University
/m/0212mp,Q19458,Burnley F.C.
/m/0212ny,Q133356,Ukrainian Soviet Socialist Republic
/m/0212zp,Q274486,Waseda University
/m/0214km,Q270827,solo
/m/0214m4,Q122892,Bromley
/m/0214st,Q874342,interactive television
/m/0215hd,Q373709,boom operator
/m/0217g,Q974135,chemotherapy
/m/0217m9,Q1068752,Howard University
/m/02183k,Q761534,University of Georgia
/m/02184q,Q344973,Michael Ironside
/m/02185j,Q193510,University of Padua
/m/02189,Q17427,Chinese Communist Party
/m/021996,Q498526,San José State University
/m/0219q,Q311093,Cary Elwes
/m/0219x_,Q459290,independent film
/m/021_0p,Q1272775,Churches of Christ
/m/021_rm,Q862039,Robert Iler
/m/021_z5,Q840065,new jack swing
/m/021b_,Q235302,Carol Kane
/m/021bk,Q336074,Christopher Guest
/m/021bmf,Q185003,mouth harp
/m/021dvj,Q4851628,ballet
/m/021f30,Q1324392,Tokyo Yakult Swallows
/m/021gk7,Q1193678,Origin Systems
/m/021gt5,Q755403,Litchfield
/m/021gzd,Q672443,The Civil War
/m/021j38,Q376749,Chittagong
/m/021j72,Q55407,Raj Kapoor
/m/021l5s,Q666128,Indiana State University
/m/021lby,Q262130,Richard Donner
/m/021lkq,Q2884709,Barnet
/m/021mkg,Q189671,FC Basel
/m/021mlp,Q312878,John Carradine
/m/021npd,Q743521,Scarborough
/m/021npv,Q299317,Tom Berenger
/m/021p26,Q188656,FK Partizan
/m/021pqy,Q843949,Lagaan
/m/021q0l,Q1404101,fellow
/m/021q1c,Q14437399,doctoral student
/m/021q23,Q722694,International Cricket Council
/m/021q2j,Q75478,New York University Tandon School of Engineering
/m/021r6w,Q72229,Edward Dmytryk
/m/021r7r,Q108912,Ray Manzarek
/m/021s9n,Q8012895,Stanford Law School
/m/021sv1,Q312845,Daniel Inouye
/m/021vwt,Q536437,Edward Herrmann
/m/021w0_,Q1026926,"California State University, Long Beach"
/m/021wpb,Q948329,character actor
/m/021y1s,Q23140,Warwickshire
/m/021y7yw,Q756849,Notes on a Scandal
/m/021yc7p,Q1516833,Michael Minkler
/m/021yw7,Q188492,Seth MacFarlane
/m/021yyx,Q11198,Federation of Bosnia and Herzegovina
/m/021yzs,Q203804,Tim Roth
/m/02211by,Q5287861,chief technology officer
/m/0221g_,Q2302280,Texas Christian University
/m/0221zw,Q1367548,"Sex, Lies, an d Videotape"
/m/0222qb,Q50001,Italians
/m/02237m,Q1053996,Central Saint Martins
/m/02238b,Q4914,Jimmy Kimmel
/m/0223bl,Q19467,Crystal Palace F.C.
/m/0223g8,Q2412586,Daws Butler
/m/0223xd,Q724144,Bancroft Prize
/m/022411,Q228931,Marcia Gay Harden
/m/02245,Q79854,Communist Party of the Soviet Union
/m/0225bv,Q1317143,University of Louisville
/m/0225v9,Q37548,Northeastern University
/m/0225z1,Q679933,Eidos Interactive
/m/0226cw,Q600393,"John Dingell, Jr."
/m/0226k3,Q2036076,Westfield Group
/m/022769,Q445302,Judd Nelson
/m/02278y,Q574651,anti-folk
/m/02279c,Q48950,Rotherham United F.C.
/m/0227tr,Q193555,Brendan Fraser
/m/0227vl,Q47899,Paris Hilton
/m/022840,Q849680,American Indian Wars
/m/0229rs,Q627091,Rhino Entertainment Company
/m/022_6,Q23064,Cheshire
/m/022_lg,Q51582,William Friedkin
/m/022_q8,Q315756,Mike Leigh
/m/022b_,Q7903,Casablanca
/m/022dp5,Q1189552,Polish Americans
/m/022fdt,Q79797,Armenians
/m/022fhd,Q1849964,Stalybridge Celtic F.C.
/m/022fj_,Q1065809,Florida International University
/m/022h5x,Q798129,Bachelor of Business Administration
/m/022jr5,Q1895354,Memorial University of Newfoundland
/m/022kcs,Q94050,Royal Victorian Order
/m/022lly,Q805122,Ball State University
/m/022p06,Q72579,Samuel Goldwyn
/m/022q32,Q232495,Nicole Richie
/m/022q4j,Q443585,Cesar Romero
/m/022q4l9,Q119966,Patrick Gallagher
/m/022qqh,Q674426,curator
/m/022qw7,Q298908,Patrick McGoohan
/m/022r38,Q844673,Columbia University Graduate School of Journalism
/m/022s1m,Q313266,John DiMaggio
/m/022tfp,Q909662,Sky One
/m/022tq4,Q47916,Lucknow
/m/022tzk,Q191684,Palomar Mountain Observatory
/m/022wxh,Q446580,Todd Haynes
/m/022xml,Q1475020,Furman University
/m/022yb4,Q73416,Jimmy Smits
/m/022zq3,Q687427,BBC Three
/m/02301,Q1093910,City College of New York
/m/0230rx,Q268776,St Johnstone F.C.
/m/0232lm,Q505898,Andrew W.K.
/m/023322,Q312797,Bill Bruford
/m/023361,Q235077,Jerry Goldsmith
/m/0233bn,Q714057,Infernal Affairs
/m/0233qs,Q202930,reggaeton
/m/0234_c,Q4359408,State University of New York at Purchase
/m/0234j5,Q431252,Jackie Brown
/m/0234pg,Q320218,Carl Weathers
/m/0235l,Q40881,Carson City
/m/0235n9,Q201970,Shrewsbury
/m/0237fw,Q40572,Heath Ledger
/m/0237jb,Q912327,Brian Helgeland
/m/0239kh,Q775570,cowbell
/m/0239zv,Q320115,Dev Anand
/m/023b97,Q44059,La Plata
/m/023cjg,Q378913,The Lord of the Rings
/m/023fb,Q9616,Chelsea F.C.
/m/023fxp,Q203092,Sri Lanka national cricket team
/m/023g6w,Q327681,Dogville
/m/023gxx,Q117696,Remember the Titans
/m/023jq1,Q361981,Russell T Davies
/m/023k2,Q167037,corporation
/m/023kzp,Q224159,William H. Macy
/m/023l9y,Q3272899,Bill Nelson
/m/023mdt,Q202381,Maggie Gyllenhaal
/m/023n39,Q310060,Crispin Glover
/m/023nlj,Q207969,Eric Roberts
/m/023ny6,Q1044635,Bewitched
/m/023p18,Q662801,Iowa Writers' Workshop
/m/023p29,Q587361,Rick Rubin
/m/023p33,Q191753,Cinderella
/m/023p7l,Q218894,Pocahontas
/m/023qfd,Q604524,Glen A. Larson
/m/023r2x,Q8345,bass clarinet
/m/023rwm,Q18628,Roadrunner Records
/m/023s8,Q26424,Calista Flockhart
/m/023slg,Q216986,Tony Levin
/m/023sm8,Q23082,County Durham
/m/023sng,Q377789,Dilip Kumar
/m/023t0q,Q55210,Abbas Kiarostami
/m/023tp8,Q215976,Patricia Arquette
/m/023v4_,Q37628,Mila Kunis
/m/023vcd,Q1313063,Happy Gilmore
/m/023vrq,Q4809486,Grammy Award for Best Rap Performance by a Duo or Group
/m/023vwt,Q643883,Sialkot
/m/023w9s,Q546204,Preston Sturges
/m/023wyl,Q869161,cornerback
/m/023zd7,Q170703,Boca Juniors
/m/023zl,Q762266,City University of New York
/m/023znp,Q1335573,Emerson College
/m/023zsh,Q295974,Ioan Gruffudd
/m/024030,Q672392,Padma Vibhushan
/m/02404v,Q457890,Christopher Doyle
/m/0241jw,Q206922,Andy Serkis
/m/0241wg,Q147395,Kajol
/m/0241y7,Q213787,The Hunchback of Notre Dame
/m/0243cq,Q322328,The Nightmare Before Christmas
/m/0244r8,Q40580,Lisa Gerrard
/m/02465,Q298761,Clive Barker
/m/02482c,Q1190812,University of New Mexico
/m/0248jb,Q3107449,Grammy Award for Best Traditional Blues Album
/m/02496r,Q184760,County Monaghan
/m/0249fn,Q3492779,Grammy Award for Best Contemporary Blues Album
/m/0249kn,Q542367,Nitty Gritty Dirt Band
/m/024_ql,Q32494,FC Schalke 04
/m/024_vw,Q368091,Charles B. Rangel
/m/024bbl,Q299483,James Cromwell
/m/024bqj,Q190088,Minato-ku
/m/024c1b,Q774682,Republic Pictures
/m/024c2,Q12090,cholera
/m/024cg8,Q1249005,University of Dundee
/m/024d8w,Q210961,Kilmarnock F.C.
/m/024dgj,Q712860,Chris Martin
/m/024dw0,Q312693,Robert Wyatt
/m/024fz9,Q3113382,Grammy Award for Best Spoken Word Album for Children
/m/024hbv,Q1247158,Homicide: Life on the Street
/m/024hh1,Q121157,Mashhad
/m/024jvz,Q45578,2008 United States presidential election
/m/024jwt,Q343983,Henry Winkler
/m/024l2y,Q14320,The Day After Tomorrow
/m/024lff,Q222867,2 Fast 2 Furious
/m/024lt6,Q1347393,Rushmore
/m/024mpp,Q696042,Hulk
/m/024mxd,Q1123006,Superman IV: The Quest for Peace
/m/024my5,Q262910,Kath Soucie
/m/024n3z,Q132430,Karl Urban
/m/024nj1,Q1143793,India national cricket team
/m/024pcx,Q179876,Kingdom of England
/m/024qk1,Q234277,Communist Party of India (Marxist)
/m/024qqx,Q505119,blockbuster
/m/024qwq,Q248207,Rick James
/m/024rbz,Q649649,Focus Features
/m/024rdh,Q1320443,Sony Pictures Classics
/m/024rgt,Q79202,New Line Cinema
/m/024sbq,Q1062400,chanson
/m/024swd,Q6767774,Mark Goodson
/m/024t0y,Q318503,Mark Cuban
/m/024tcq,Q168504,108th United States Congress
/m/024tj,Q435029,Clarence Brown
/m/024tkd,Q2057259,107th United States Congress
/m/024tsn,Q589563,Forfar Athletic F.C.
/m/024tv_,Q186591,Pakistan Peoples Party
/m/024y6w,Q229507,Jayne Mansfield
/m/024y8p,Q1783178,University of North Carolina at Charlotte
/m/024yxd,Q449030,Hal David
/m/024zq,Q107432,Charles Mingus
/m/02508x,Q297265,Richard Hammond
/m/0250f,Q312657,Chuck Jones
/m/0252fh,Q95043,James Caan
/m/025352,Q822146,lyricist
/m/0253b6,Q286570,Tia Carrere
/m/025504,Q851184,Endemol
/m/025569,Q215733,Warrington
/m/0257__,Q1619268,Grammy Award for Best Contemporary Classical Composition
/m/0257h9,Q1703577,magnet school
/m/0257w4,Q3857162,Grammy Award for Best Instrumental Soloist(s) Performance (with orchestra)
/m/0257wh,Q3774292,Grammy Award for Best Instrumental Soloist Performance (without orchestra)
/m/02581c,Q3774289,Grammy Award for Best Classical Album
/m/02583l,Q3016196,Osgoode Hall Law School
/m/0258dh,Q725946,The Bodyguard
/m/0259r0,Q192515,Jason Mraz
/m/025_nbr,Q541188,Travis Banton
/m/025_ql1,Q720723,Paul Gross
/m/025b3k,Q336519,Elmore Leonard
/m/025b5y,Q189554,Katherine Heigl
/m/025bwc,Q943995,impresario
/m/025cbm,Q1099153,clavinet
/m/025cn2,Q1620897,Paul Francis Webster
/m/025czw,Q18529,Wrexham A.F.C.
/m/025g__,Q131578,J-pop
/m/025h4z,Q365023,Judd Hirsch
/m/025hl8,Q172341,ovarian cancer
/m/025hwq,Q1160868,Revolution Studios
/m/025hzx,Q919992,Joe Roth
/m/025j1t,Q349852,Tom Sizemore
/m/025jbj,Q51535,Vincente Minnelli
/m/025jfl,Q953040,Searchlight Pictures
/m/025jj7,Q961851,Nelson Riddle
/m/025l5,Q72096,Chet Atkins
/m/025ldg,Q483507,Kelly Clarkson
/m/025ljp,Q1064766,Mad TV
/m/025m8l,Q428808,Grammy Award for Best Song Written for Visual Media
/m/025m8y,Q4376972,Grammy Award for Best Score Soundtrack for Visual Media
/m/025mb_,Q373895,Betty White
/m/025n07,Q283799,xXx
/m/025n3p,Q178166,Vin Diesel
/m/025ndl,Q230791,Kingdom of Scotland
/m/025p38,Q188671,Preity Zinta
/m/025r_t,Q43475,Derby
/m/025rcc,Q513658,University of Portland
/m/025rpyx,Q4122219,Panathinaikos F.C.
/m/025rsfk,Q753,copper
/m/025rst1,Q507770,Mecklenburg County
/m/025rvx0,Q271281,Empire of the Sun
/m/025rw19,Q677,iron
/m/025rxjq,Q1473804,High Fidelity
/m/025rxky,Q155647,astrologer
/m/025rzfc,Q7482779,Eastern Front
/m/025s0s0,Q660,magnesium
/m/025s0zp,Q731,manganese
/m/025s1wg,Q550196,Spy Kids 3-D: Game Over
/m/025s7x6,Q674,phosphorus
/m/025s89p,Q581714,animated series
/m/025sc50,Q850412,contemporary R&B
/m/025scjj,Q734950,Julius Caesar
/m/025sd_y,Q5371902,harpsichordist
/m/025sf0_,Q658,sodium
/m/025sf8g,Q876,selenium
/m/025sh_8,Q2367175,Washington metropolitan area
/m/025snf,Q1789910,YTV
/m/025sppp,Q557880,investor
/m/025spv,Q14941814,Daheng
/m/025sqz8,Q758,zinc
/m/025syph,Q618694,fighter pilot
/m/025t3bg,Q376880,air travel
/m/025t7ly,Q170208,Quakers
/m/025t8bv,Q3233924,CBS Records
/m/025t9b,Q214223,Jason Isaacs
/m/025tjk_,Q965635,underground hip hop
/m/025tkqy,Q706,calcium
/m/025tlyv,Q4005797,Universal Studios Home Entertainment
/m/025tmkg,Q326653,accountant
/m/025tn92,Q1321371,2008 NBA Draft
/m/025ts_z,Q217232,24: Redemption
/m/025ttz4,Q144488,University of Warsaw
/m/025twgf,Q102754,Dr. No
/m/025twgt,Q106571,From Russia with Love
/m/025txrl,Q2264873,Vivendi Games
/m/025txtg,Q8780,RCD Espanyol de Barcelona
/m/025v3k,Q238101,University of Minnesota
/m/025vl4m,Q7345011,"Robert Guza, Jr."
/m/025vry,Q313371,Erich Wolfgang Korngold
/m/025vw4t,Q2960052,Charles Pratt Jr.
/m/025x1t,Q917608,Freakazoid!
/m/025xt8y,Q466302,Trey Anastasio
/m/025y67,Q182059,Kumasi
/m/025y9fn,Q1279660,David Nutter
/m/025ygqm,Q2606383,2004 Major League Baseball season
/m/025ygws,Q2628156,2003 Major League Baseball season
/m/026036,Q3098911,Stuyvesant High School
/m/02607j,Q1623314,Hofstra University
/m/0260bz,Q472361,Amistad
/m/0260p2,Q780528,Atlus
/m/02613,Q1247,Caribbean Sea
/m/0261g5l,Q2975651,Silvio Horta
/m/0261m,Q664609,Caribbean
/m/0261w5,Q216131,Fredrikstad FK
/m/0261x8t,Q186304,Kim Kardashian
/m/02624g,Q310937,Peter Dinklage
/m/0262x6,Q549884,Hugo Award for Best Novella
/m/0262yt,Q1056265,Hugo Award for Best Novelette
/m/0262zm,Q1056251,Hugo Award for Best Short Story
/m/02630g,Q1345971,Gannett
/m/02633g,Q183542,Martin Lawrence
/m/026390q,Q658041,Thelma & Louise
/m/0263q4z,Q3709211,dirty rap
/m/0263tn1,Q3070813,Robert James-Collier
/m/02645b,Q505141,Joshua Logan
/m/02648p,Q215287,Stargate Atlantis
/m/0264jc6,Q2404568,freak folk
/m/0264v8r,Q141971,1. FC Union Berlin
/m/02656h,Q869106,EA Sports
/m/0265vt,Q266012,Nebula Award for Best Novel
/m/0265wl,Q1086189,Nebula Award for Best Novella
/m/0265z9l,Q3634256,Shriram Lagoo
/m/02661h,Q107249,Tony Shalhoub
/m/02662b,Q936683,Nebula Award for Best Novelette
/m/02663p2,Q3650742,California Golden Bears football
/m/02664f,Q610903,Nebula Award for Best Short Story
/m/02665kn,Q155378,Jim Beaver
/m/026670,Q25132,Paul Thomas Anderson
/m/0266bd5,Q51976,SV Werder Bremen
/m/0266r6h,Q236472,Katrina Bowden
/m/0266s9,Q189068,Monk
/m/0266sb_,Q8749,RC Celta de Vigo
/m/0266shh,Q12236,Racing de Santander
/m/0267wwv,Q898465,Jesus Christ Superstar
/m/02681_5,Q6496408,Latin Grammy Award for Song of the Year
/m/02681vq,Q6496405,Latin Grammy Award for Record of the Year
/m/0269kx,Q1518804,North Carolina Central University
/m/026_dcw,Q983238,Christopher Lloyd
/m/026_dq6,Q554091,Brody Jenner
/m/026_s_,Q1921640,Merge Records
/m/026_w57,Q258246,Lois Smith
/m/026bk,Q11639,dance
/m/026c0p,Q715642,Roy Kinnear
/m/026c1,Q676094,Drew Barrymore
/m/026ck,Q51123,D. W. Griffith
/m/026cl_m,Q604370,Time 100
/m/026dx,Q2071,David Lynch
/m/026f5s,Q605233,TBS Holdings Inc.
/m/026f__m,Q838381,Meet Dave
/m/026fd,Q55422,David Cronenberg
/m/026fmqm,Q516947,2000 Major League Baseball season
/m/026fn29,Q3873146,National Book Award for Poetry
/m/026g51,Q964658,outlaw country
/m/026g73,Q243998,bongo drum
/m/026g801,Q3713649,Donald Sumpter
/m/026gb3v,Q1969128,Bob Yari
/m/026gvfj,Q1542213,Lee Strasberg Theatre and Film Institute
/m/026gyn_,Q1195311,The Lion in Winter
/m/026hh0m,Q652592,The Invasion
/m/026hxwx,Q841118,Epic Movie
/m/026k4d,Q238095,4AD
/m/026kmvf,Q210453,Thiago Silva
/m/026kq4q,Q2539193,37th Golden Globe Awards
/m/026kqs9,Q2303715,28th Golden Globe Awards
/m/026l1lq,Q3632326,BYU Cougars football
/m/026l37,Q276269,Joe Mantegna
/m/026lgs,Q270215,Contact
/m/026lj,Q37160,David Hume
/m/026lyl4,Q451071,Theoni V. Aldredge
/m/026m0,Q350666,Dalton Trumbo
/m/026m3y,Q195668,Queen Mary University of London
/m/026m9w,Q5593802,Grammy Award for Best Female Country Vocal Performance
/m/026mfbr,Q1345077,Step Brothers
/m/026mj,Q1393,Delaware
/m/026mml,Q5593755,Grammy Award for Best Bluegrass Album
/m/026mmy,Q5593771,Grammy Award for Best Compilation Soundtrack for Visual Media
/m/026mx4,Q1193,Manipur
/m/026n047,Q168740,Juan Mata
/m/026n13j,Q222837,AC Arles
/m/026n4h6,Q846088,I Know Who Killed Me
/m/026njb5,Q63366,Red Road
/m/026ny,Q180774,dystopia
/m/026p4q7,Q183239,The Curious Case of Benjamin Button
/m/026p_bs,Q751341,The Prize
/m/026ps1,Q155879,Diana Krall
/m/026pz9s,Q190353,Sovereign Military Order of Malta
/m/026q3s3,Q2840937,Case Closed: Captured in Her Eyes
/m/026qnh6,Q275180,Australia
/m/026r8q,Q193070,Matt Dillon
/m/026rm_y,Q76819,Christoph Waltz
/m/026rsl9,Q6496361,Latin Grammy Award for Best Male Pop Vocal Album
/m/026s90,Q700359,PolyGram
/m/026sb55,Q490240,Alan Hume
/m/026sdt1,Q1323191,costume designer
/m/026spg,Q231942,Natalie Cole
/m/026ssfj,Q770467,Stern School of Business
/m/026sv5l,Q6933443,Mukesh Rishi
/m/026t6,Q11404,drum
/m/026v1z,Q908436,TV Asahi
/m/026v437,Q272633,Paz de la Huerta
/m/026v5,Q690079,Digital Equipment Corporation
/m/026v_78,Q431611,Ernest Haller
/m/026vcc,Q117876,Pepperdine University
/m/026w_gk,Q641975,Jeff Richmond
/m/026wlnm,Q4171772,Duke Blue Devils men's basketball
/m/026wlxw,Q570652,Get Smart
/m/026wmz6,Q2068658,505 Games
/m/026wp,Q7174,democracy
/m/026xt5c,Q2342548,Daniel Haller
/m/026xxv_,Q4412061,North Carolina Tar Heels men's basketball
/m/026y23w,Q4018598,Wayne Dyer
/m/026y3cf,Q1247494,Roots: The Next Generations
/m/026yqrr,Q9288038,Jim Jonsin
/m/026z9,Q58339,disco
/m/026zlh9,Q664020,The Go-Between
/m/026zt,Q1653,Danube
/m/026zvx7,Q229914,Lyndsy Fonseca
/m/027024,Q48945,Northampton Town F.C.
/m/02704ff,Q381731,Burn After Reading
/m/0270k40,Q1464230,Cirque du Freak: The Vampire's Assistant
/m/02725hs,Q1424825,Captain Corelli's Mandolin
/m/0272_vz,Q188850,Mamma Mia!
/m/0272kv,Q296796,Dino De Laurentiis
/m/0272vm,Q190978,Northern Ireland national association football team
/m/0274ck,Q335629,Devin Townsend
/m/02754c9,Q19356,Pinocchio
/m/02756j,Q184885,Kareena Kapoor Khan
/m/027571b,Q501273,Los Angeles Film Critics Association Award for Best Actress
/m/0275kr,Q825946,Good Morning America
/m/0275n3y,Q1959196,Satellite Awards 2006
/m/0276g40,Q2839215,Alok Nath
/m/0276jmv,Q439438,David Zayas
/m/02773m2,Q6254937,John Riggi
/m/02773nt,Q7342763,Robert Carlock
/m/0277470,Q2745262,Don Scardino
/m/027752,Q1321770,United National Party
/m/02778pf,Q6757069,Marci Klein
/m/02778tk,Q3247693,Matt Hubbard
/m/02778yp,Q4251124,Kay Cannon
/m/0277990,Q952419,John Lutz
/m/02779r4,Q1279758,Mark Johnson
/m/0277c3,Q72720,Meshell Ndegeocello
/m/0277j40,Q261923,Get Shorty
/m/0277jc,Q372608,University of Basel
/m/02784z,Q165357,Herbert Lom
/m/0278rq7,Q3483998,Silver Screen Partners
/m/0278x6s,Q460563,Brian Geraghty
/m/027986c,Q503034,Los Angeles Film Critics Association Award for Best Actor
/m/0279c15,Q1071903,Chicago Film Critics Association Award for Best Actor
/m/027_sn,Q358345,Billy Dee Williams
/m/027_tg,Q651228,FX
/m/027b43,Q968559,University of North Dakota
/m/027b9j5,Q1868950,London Film Critics Circle Award for Actor of the Year
/m/027b9k6,Q1868921,London Film Critics Circle Award for Actress of the Year
/m/027b9ly,Q1868927,London Film Critics Circle Award for Director of the Year
/m/027bs_2,Q210094,John Ortiz
/m/027c924,Q696998,National Board of Review Award for Best Director
/m/027c95y,Q1790292,National Board of Review Award for Best Actor
/m/027ct7c,Q934036,Fiddler on the Roof
/m/027cyf7,Q697007,National Board of Review Award for Best Cast
/m/027d5g5,Q460095,Tonino Guerra
/m/027dpx,Q221468,Mike Portnoy
/m/027dtv3,Q1190693,Jack Huston
/m/027dtxw,Q548389,BAFTA Award for Best Actor in a Supporting Role
/m/027f2w,Q913404,Doctor of Medicine
/m/027f3ys,Q1470264,Frontiers Music
/m/027f7dj,Q229254,Octavia Spencer
/m/027ffq,Q19612,Preston North End F.C.
/m/027fwmt,Q428158,The Wiz
/m/027g6p7,Q392062,cryptoxanthin
/m/027gs1_,Q1277961,Primetime Emmy Award for Outstanding Directing for a Comedy Series
/m/027gy0k,Q312078,Speed Racer
/m/027h4yd,Q3993187,Tony Award for Best Costume Design
